traIndex,GPS_ID,labels
227,3228,57
228,3256,9
229,3278,35
230,3313,43
231,3314,50
232,3315,7
233,3316,12
234,3317,50
235,3355,16
236,3356,2
237,3357,36
238,3387,36
239,3388,11
240,3389,22
241,3390,64
242,3427,11
243,3428,31
244,3429,72
245,3466,1
246,3467,56
247,3529,10
248,3559,59
249,3560,3
250,3561,2
251,3605,16
252,3606,45
253,3641,33
254,3674,47
255,3675,16
256,3676,37
257,3738,7
258,3739,34
259,3740,9
260,3773,42
261,3774,32
262,3775,9
263,3777,56
264,3826,58
265,3827,38
266,3828,37
267,3865,3
268,3866,68
269,3867,68
270,3898,56
271,3899,25
272,3900,2
273,3942,52
274,3943,46
275,3944,11
276,3977,50
277,3978,72
278,3979,53
279,4010,70
280,4011,9
281,4103,14
282,4104,11
283,4105,39
284,4106,72
285,4138,59
286,4139,37
287,4140,26
288,4141,70
289,4183,37
290,4184,51
291,4224,7
292,4225,1
293,4226,39
294,4227,41
295,4228,9
296,4261,31
297,4296,70
298,4297,16
299,4298,21
300,4325,19
301,4326,11
302,4327,15
303,4328,6
304,4381,58
305,4382,9
306,4383,5
307,4384,21
308,4410,1
309,4411,57
310,4412,70
311,4443,32
312,4444,11
313,4502,25
314,4503,25
315,4504,11
316,4505,66
317,4554,11
318,4555,62
319,4586,2
320,4587,45
321,4627,10
322,4628,4
323,4665,10
324,4666,5
325,4667,40
326,4696,37
327,4697,43
328,4698,69
329,4699,10
330,4727,70
331,4728,16
332,4729,69
333,4759,45
334,4760,11
335,4761,60
336,4790,61
337,4791,32
338,4792,57
339,4830,20
340,4831,37
341,4856,6
342,4857,28
343,4858,24
344,4900,5
345,4931,49
346,4932,27
347,4933,11
348,4934,45
349,4935,10
350,4959,7
351,4960,70
352,4999,43
353,5000,11
354,5001,11
355,5002,13
356,5041,58
357,5042,56
358,5043,58
359,5068,25
360,5139,10
361,5140,7
362,5141,44
363,5142,12
364,5143,12
365,5175,70
366,5204,40
367,5205,7
368,5206,41
369,5222,53
370,5223,27
371,5224,28
372,5225,15
373,5257,60
374,5287,24
375,5288,5
376,5324,55
377,5325,27
378,5326,31
379,5350,45
380,5351,21
381,5352,11
382,5424,27
383,5425,51
384,5477,41
385,5478,54
386,5479,42
387,5490,65
388,5519,11
389,5520,16
390,5521,57
391,5522,2
392,5548,56
393,5549,5
394,5550,61
395,5593,28
396,5594,2
397,5616,11
398,5617,4
399,5618,45
400,5655,16
401,5656,42
402,5657,19
403,5658,64
404,5659,63
405,5660,11
406,5690,7
407,5691,64
408,5733,59
409,5734,33
410,5795,48
411,5796,10
412,5797,4
413,5798,4
414,5825,63
415,5854,56
416,5855,56
417,5856,13
418,5857,14
419,5858,50
420,5886,28
421,5887,18
422,5941,11
423,5942,63
424,5994,11
425,6019,46
426,6020,45
427,6021,46
428,6057,35
429,6058,6
430,6108,11
431,6109,50
432,6110,51
433,6138,39
434,6139,39
435,6140,18
436,6161,61
437,6162,22
438,6163,69
439,6201,25
440,6242,5
441,6275,48
442,6276,48
443,6277,12
444,6306,13
445,6331,70
446,6382,35
447,6383,0
448,6417,39
449,6418,18
450,6419,20
451,6455,10
452,6456,3
453,6457,64
454,6533,41
455,6534,19
456,6535,28
457,6536,5
458,6570,48
459,6621,11
460,6622,26
461,6660,50
462,6661,31
463,6662,7
464,6663,10
465,6690,11
466,6691,37
467,6692,14
468,6693,1
469,6727,72
470,6728,5
471,6729,62
472,6764,37
473,6765,29
474,6766,68
475,6804,17
476,6805,35
477,6839,0
478,6859,50
479,6937,68
480,6938,58
481,6939,11
482,6973,21
483,6974,22
484,7058,45
485,7059,56
486,7060,23
487,7061,55
488,7090,27
489,7091,11
490,7131,36
491,7165,1
492,7166,36
493,7167,16
494,7168,42
495,7242,45
496,7243,70
497,7244,11
498,7279,24
499,7280,61
500,7281,11
501,7328,21
502,7329,23
503,7330,52
504,7331,53
505,7367,68
506,7368,11
507,7409,19
508,7411,48
509,7456,47
510,7457,27
511,7458,2
512,7496,20
513,7497,4
514,7498,19
515,7547,19
516,7548,6
517,7549,45
518,7550,13
519,7590,35
520,7633,17
521,7634,53
522,7676,50
523,7677,34
524,7691,2
525,7692,62
526,7730,25
527,7731,63
528,7732,27
529,7777,10
530,7778,4
531,7812,64
532,7813,26
533,7814,37
534,7851,46
535,7852,11
536,7853,70
537,7914,11
538,7916,57
539,7956,66
540,7957,21
541,7986,7
542,7987,50
543,8024,23
544,8025,56
545,8026,55
546,8027,20
547,8065,61
548,8066,1
549,8067,37
550,8102,15
551,8103,45
552,8104,19
553,8105,26
554,8137,11
555,8138,50
556,8172,19
557,8173,58
558,8194,37
559,8231,22
560,8232,65
561,8233,50
562,8271,28
563,8272,3
564,8273,68
565,8310,22
566,8330,21
567,8331,68
568,8332,68
569,8372,37
570,8400,11
571,8401,11
572,8439,44
573,8440,47
574,8482,26
575,8557,11
576,8558,60
577,8559,11
578,8560,3
579,8593,2
580,8630,22
581,8631,66
582,8658,24
583,8685,15
584,8686,17
585,8687,62
586,8688,38
587,8730,2
588,8731,4
589,8732,29
590,8733,16
591,8734,70
592,8763,31
593,8764,28
594,8800,70
595,8833,36
596,8834,48
597,8860,46
598,8919,11
599,8920,61
600,8921,56
601,8959,12
602,8960,31
603,8961,28
604,9006,67
605,9007,11
606,9008,43
607,9045,17
608,9046,11
609,9084,11
610,9085,1
611,9086,24
612,9087,57
613,9130,52
614,9131,11
615,9132,39
616,9171,28
617,9172,52
618,9207,10
619,9208,15
620,9209,70
621,9242,6
622,9243,50
623,9244,7
624,9292,53
625,9293,47
626,9294,16
627,9295,55
628,9296,10
629,9332,45
630,9333,50
631,9334,44
632,9335,36
633,9350,36
634,9351,28
635,9352,21
636,9369,48
637,9401,42
638,9402,22
639,9438,56
640,9439,56
641,9462,51
642,9463,31
643,9464,55
644,9480,35
645,9510,4
646,9511,71
647,9547,16
648,9548,27
649,9549,28
650,9581,28
651,9582,11
652,9624,34
653,9625,39
654,9626,2
655,9627,62
656,9661,16
657,9662,37
658,9700,42
659,9701,17
660,9729,0
661,9768,69
662,9769,69
663,9770,37
664,9771,57
665,9772,3
666,9814,0
667,9849,54
668,9850,55
669,9880,1
670,9881,45
671,9936,50
672,9937,0
673,9961,5
674,9962,13
675,10002,7
676,10003,60
677,10004,40
678,10005,11
679,10062,59
680,10063,1
681,10105,2
682,10106,43
683,10107,44
684,10130,7
685,10131,34
686,10172,34
687,10173,35
688,10174,0
689,10253,10
690,10254,47
691,10255,4
692,10256,30
693,10292,27
694,10293,18
695,10294,64
696,10334,17
697,10335,27
698,10360,22
699,10404,63
700,10405,5
701,10429,37
702,10475,64
703,10476,13
704,10477,61
705,10478,37
706,10479,61
707,10511,65
708,10512,65
709,10559,57
710,10560,59
711,10561,70
712,10595,21
713,10596,21
714,10597,2
715,10629,72
716,10737,20
717,10738,54
718,10739,5
719,10740,5
720,10773,34
721,10774,19
722,10808,28
723,10809,28
724,10810,52
725,10811,6
726,10858,28
727,10859,10
728,10894,21
729,10895,66
730,10896,64
731,10920,72
732,10921,21
733,10922,11
734,10957,45
735,10986,33
736,11014,56
737,11015,17
738,11099,66
739,11100,60
740,11140,10
741,11141,11
742,11142,42
743,11182,10
744,11183,52
745,11184,18
746,11207,4
747,11208,5
748,11209,43
749,11210,42
750,11267,67
751,11304,46
752,11343,47
753,11344,47
754,11390,41
755,11391,41
756,11392,12
757,11393,20
758,11449,11
759,11450,64
760,11451,1
761,11452,56
762,11453,56
763,11454,52
764,11455,20
765,11485,12
766,11486,50
767,11487,21
768,11488,5
769,11489,25
770,11549,6
771,11550,55
772,11551,66
773,11583,33
774,11627,10
775,11628,2
776,11629,47
777,11656,57
778,11657,26
779,11658,72
780,11659,2
781,11697,7
782,11698,16
783,11699,39
784,11751,72
785,11792,46
786,11793,10
787,11794,64
788,11828,7
789,11849,7
790,11850,14
791,11851,20
792,11852,10
793,11894,20
794,11895,51
795,11930,32
796,11931,68
797,11932,22
798,11933,59
799,11988,49
800,11989,12
801,11990,14
802,12054,45
803,12055,72
804,12056,11
805,12057,24
806,12058,58
807,12079,5
808,12151,5
809,12152,54
810,12153,27
811,12154,27
812,12192,6
813,12193,64
814,12194,56
815,12229,36
816,12230,26
817,12231,72
818,12232,53
819,12277,5
820,12278,58
821,12279,22
822,12280,17
823,12310,46
824,12326,26
825,12327,5
826,12328,57
827,12329,57
828,12377,50
829,12406,11
830,12448,0
831,12449,32
832,12450,33
833,12495,4
834,12528,45
835,12529,57
836,12570,10
837,12571,28
838,12572,44
839,12602,19
840,12603,56
841,12604,55
842,12643,59
843,12644,5
844,12656,45
845,12657,5
846,12704,6
847,12737,45
848,12756,45
849,12799,60
850,12800,18
851,12801,32
852,12802,50
853,12838,26
854,12839,26
855,12840,45
856,12841,16
857,12919,14
858,12920,44
859,12921,36
860,12977,57
861,12978,54
862,12979,13
863,13037,57
864,13057,57
865,13058,32
866,13097,45
867,13098,10
868,13137,66
869,13138,63
870,13183,52
871,13184,16
872,13185,35
873,13186,39
874,13187,37
875,13188,6
876,13189,23
877,13269,10
878,13270,37
879,13302,38
880,13303,41
881,13304,19
882,13305,12
883,13337,72
884,13338,32
885,13385,5
886,13386,45
887,13449,28
888,13475,35
889,13476,52
890,13477,2
891,13478,70
892,13479,46
893,13516,39
894,13517,0
895,13531,11
896,13532,11
897,13550,20
898,13551,64
899,13552,6
900,13587,37
901,13588,52
902,13617,41
903,13649,28
904,13650,55
905,13651,4
906,13729,5
907,13764,58
908,13765,57
909,13766,62
910,13795,45
911,13796,2
912,13797,60
913,13856,6
914,13857,16
915,13858,42
916,13901,28
917,13902,32
918,13938,50
919,13939,58
920,13940,26
921,13981,57
922,13982,24
923,14017,70
924,14044,0
925,14073,30
926,14074,14
927,14122,66
928,14143,6
929,14144,26
930,14185,64
931,14186,58
932,14187,56
933,14225,6
934,14226,57
935,14227,5
936,14257,48
937,14258,20
938,14281,35
939,14305,45
940,14306,42
941,14307,42
942,14350,22
943,14351,24
944,14399,26
945,14437,5
946,14438,27
947,14447,27
948,14469,37
949,14470,70
950,14471,28
951,14472,16
952,14473,49
953,14495,17
954,14496,3
955,14497,5
956,14498,68
957,14499,71
958,14500,67
959,14547,67
960,14548,22
961,14549,68
962,14578,39
963,14579,52
964,14580,45
965,14581,7
966,14622,5
967,14623,62
968,14624,1
969,14625,1
970,14665,6
971,14704,64
972,14705,14
973,14706,6
974,14730,20
975,14731,20
976,14732,52
977,14770,28
978,14804,22
979,14805,58
980,14806,67
981,14846,18
982,14847,1
983,14848,26
984,14884,20
985,14885,70
986,14955,26
987,14956,6
988,14957,32
989,14993,67
990,14994,5
991,14995,62
992,14996,2
993,15035,30
994,15036,67
995,15037,5
996,15079,2
997,15080,58
998,15081,7
999,15082,17
1000,15126,44
1001,15127,10
1002,15159,37
1003,15160,26
1004,15161,5
1005,15237,55
1006,15238,55
1007,15239,7
1008,15281,57
1009,15366,37
1010,15367,48
1011,15368,16
1012,15406,72
1013,15407,2
1014,15408,6
1015,15409,6
1016,15453,20
1017,15454,58
1018,15455,31
1019,15502,22
1020,15503,67
1021,15504,3
1022,15505,58
1023,15506,5
1024,15568,21
1025,15569,28
1026,15606,16
1027,15607,55
1028,15608,27
1029,15609,45
1030,15632,5
1031,15633,5
1032,15710,60
1033,15711,56
1034,15712,61
1035,15736,67
1036,15737,5
1037,15738,56
1038,15739,45
1039,15776,33
1040,15777,8
1041,15778,7
1042,15817,33
1043,15818,1
1044,15819,47
1045,15851,36
1046,15875,0
1047,15876,32
1048,15909,30
1049,15910,7
1050,15911,33
1051,15912,42
1052,15947,39
1053,15948,18
1054,15949,41
1055,15950,2
1056,16012,6
1057,16013,6
1058,16014,49
1059,16015,14
1060,16054,23
1061,16055,5
1062,16056,26
1063,16057,5
1064,16088,5
1065,16089,52
1066,16090,52
1067,16119,58
1068,16120,46
1069,16152,49
1070,16153,7
1071,16193,20
1072,16194,32
1073,16195,26
1074,16237,13
1075,16238,15
1076,16258,45
1077,16259,36
1078,16293,68
1079,16328,59
1080,16329,62
1081,16367,30
1082,16368,21
1083,16369,21
1084,16399,69
1085,16446,39
1086,16447,39
1087,16448,70
1088,16485,7
1089,16486,2
1090,16487,56
1091,16488,55
1092,16532,53
1093,16533,50
1094,16534,46
1095,16613,7
1096,16614,16
1097,16645,33
1098,16646,54
1099,16674,5
1100,16675,16
1101,16677,37
1102,16678,20
1103,16719,14
1104,16720,45
1105,16721,39
1106,16758,0
1107,16759,52
1108,16760,56
1109,16786,7
1110,16787,12
1111,16821,5
1112,16822,59
1113,16908,52
1114,16909,54
1115,16910,52
1116,16911,56
1117,16947,70
1118,16948,0
1119,16972,7
1120,16973,61
1121,16974,24
1122,16975,56
1123,17009,69
1124,17010,52
1125,17067,20
1126,17097,22
1127,17098,68
1128,17123,15
1129,17124,12
1130,17159,14
1131,17160,4
1132,17161,16
1133,17192,6
1134,17227,54
1135,17228,56
1136,17229,58
1137,17230,31
1138,17277,7
1139,17278,17
1140,17315,45
1141,17316,7
1142,17372,2
1143,17373,54
1144,17374,41
1145,17375,7
1146,17400,7
1147,17401,14
1148,17403,7
1149,17446,52
1150,17447,28
1151,17448,46
1152,17472,2
1153,17506,28
1154,17548,52
1155,17549,2
1156,17550,19
1157,17597,46
1158,17598,39
1159,17630,48
1160,17631,34
1161,17646,12
1162,17679,2
1163,17745,16
1164,17746,39
1165,17747,18
1166,17773,59
1167,17774,28
1168,17808,27
1169,17848,19
1170,17849,16
1171,17881,36
1172,17911,15
1173,17912,28
1174,17913,7
1175,17914,15
1176,17915,14
1177,17950,49
1178,17969,19
1179,17970,37
1180,17971,6
1181,18006,59
1182,18007,5
1183,18043,22
1184,18044,31
1185,18079,72
1186,18080,14
1187,18112,7
1188,18113,49
1189,18114,12
1190,18173,48
1191,18234,2
1192,18248,46
1193,18249,2
1194,18250,55
1195,18251,56
1196,18292,63
1197,18293,28
1198,18294,10
1199,18324,12
1200,18325,50
1201,18370,53
1202,18371,39
1203,18415,58
1204,18416,58
1205,18417,58
1206,18418,58
1207,18419,58
1208,18498,28
1209,18499,41
1210,18525,32
1211,18526,3
1212,18527,25
1213,18528,35
1214,18569,35
1215,18612,67
1216,18613,58
1217,18614,26
1218,18644,14
1219,18672,13
1220,18734,65
1221,18735,65
1222,18736,65
1223,18737,65
1224,18775,5
1225,18776,2
1226,18816,35
1227,18817,0
1228,18852,0
1229,18879,33
1230,18912,72
1231,18913,57
1232,18914,5
1233,18915,28
1234,18916,56
1235,18951,33
1236,18979,21
1237,18980,19
1238,18981,12
1239,18982,47
1240,19027,37
1241,19028,7
1242,19029,52
1243,19030,7
1244,19082,36
1245,19083,2
1246,19084,6
1247,19085,39
1248,19086,52
1249,19130,55
1250,19131,31
1251,19132,13
1252,19172,48
1253,19173,50
1254,19223,19
1255,19224,7
1256,19225,5
1257,19262,19
1258,19263,32
1259,19300,22
1260,19301,61
1261,19302,56
1262,19303,71
1263,19323,66
1264,19324,2
1265,19325,2
1266,19361,50
1267,19362,4
1268,19363,30
1269,19405,41
1270,19406,16
1271,19407,35
1272,19408,2
1273,19452,5
1274,19453,56
1275,19454,63
1276,19455,1
1277,19486,2
1278,19487,7
1279,19488,7
1280,19523,24
1281,19524,13
1282,19525,2
1283,19526,71
1284,19580,28
1285,19581,18
1286,19582,39
1287,19648,2
1288,19649,2
1289,19695,28
1290,19696,30
1291,19697,51
1292,19698,14
1293,19739,10
1294,19740,60
1295,19741,0
1296,19779,4
1297,19810,16
1298,19811,0
1299,19844,60
1300,19845,5
1301,19887,4
1302,19888,55
1303,19889,10
1304,19890,72
1305,19922,35
1306,19949,64
1307,19950,58
1308,19951,46
1309,19988,27
1310,19989,63
1311,19990,6
1312,19991,61
1313,20028,5
1314,20029,22
1315,20059,19
1316,20060,72
1317,20132,68
1318,20197,14
1319,20238,14
1320,20239,7
1321,20272,14
1322,20273,28
1323,20274,34
1324,20328,19
1325,20329,33
1326,20330,17
1327,20340,0
1328,20429,63
1329,20430,6
1330,20431,2
1331,20466,2
1332,20467,67
1333,20500,14
1334,20501,7
1335,20502,69
1336,20503,40
1337,20504,44
1338,20505,34
1339,20506,0
1340,20552,72
1341,20588,66
1342,20610,22
1343,20639,22
1344,20640,59
1345,20682,58
1346,20683,36
1347,20784,55
1348,20785,13
1349,20786,42
1350,20787,35
1351,20827,13
1352,20828,28
1353,20872,53
1354,20873,6
1355,20874,56
1356,20875,62
1357,20906,28
1358,20907,2
1359,20908,52
1360,20944,53
1361,20945,21
1362,20946,4
1363,20947,29
1364,20977,70
1365,20996,65
1366,20997,24
1367,20998,24
1368,20999,61
1369,21033,43
1370,21034,18
1371,21035,16
1372,21072,10
1373,21073,46
1374,21074,15
1375,21162,17
1376,21190,28
1377,21191,49
1378,21192,37
1379,21193,44
1380,21221,3
1381,21222,25
1382,21223,64
1383,21287,26
1384,21323,28
1385,21324,69
1386,21418,36
1387,21419,23
1388,21420,1
1389,21421,55
1390,21422,57
1391,21460,68
1392,21461,47
1393,21493,16
1394,21494,4
1395,21523,26
1396,21524,17
1397,21525,5
1398,21565,32
1399,21566,19
1400,21584,20
1401,21585,39
1402,21586,34
1403,21587,40
1404,21621,37
1405,21622,55
1406,21623,57
1407,21660,19
1408,21661,70
1409,21662,14
1410,21694,24
1411,21695,5
1412,21696,60
1413,21733,3
1414,21734,45
1415,21735,27
1416,21762,5
1417,21763,37
1418,21798,39
1419,21799,2
1420,21800,47
1421,21841,68
1422,21877,7
1423,21915,56
1424,21916,53
1425,21961,30
1426,21962,2
1427,22056,35
1428,22057,24
1429,22058,1
1430,22059,13
1431,22100,65
1432,22101,66
1433,22102,50
1434,22135,2
1435,22136,59
1436,22137,28
1437,22138,55
1438,22170,17
1439,22171,1
1440,22207,13
1441,22208,14
1442,22209,46
1443,22210,2
1444,22249,22
1445,22250,22
1446,22271,37
1447,22272,49
1448,22273,49
1449,22274,7
1450,22337,1
1451,22338,60
1452,22339,22
1453,22389,64
1454,22390,67
1455,22391,46
1456,22420,20
1457,22455,36
1458,22456,58
1459,22457,57
1460,22458,56
1461,22459,24
1462,22490,65
1463,22519,72
1464,22520,28
1465,22521,45
1466,22561,58
1467,22562,2
1468,22610,41
1469,22611,63
1470,22679,69
1471,22680,14
1472,22731,29
1473,22780,64
1474,22781,17
1475,22782,66
1476,22810,34
1477,22857,14
1478,22858,27
1479,22859,55
1480,22860,37
1481,22902,28
1482,22903,40
1483,22904,35
1484,22964,52
1485,22965,56
1486,22966,21
1487,23006,60
1488,23007,42
1489,23008,70
1490,23046,50
1491,23127,22
1492,23160,50
1493,23161,48
1494,23189,17
1495,23190,24
1496,23191,17
1497,23244,67
1498,23245,65
1499,23277,18
1500,23278,0
1501,23279,34
1502,23280,28
1503,23281,35
1504,23282,71
1505,23283,36
1506,23313,58
1507,23314,61
1508,23315,45
1509,23345,59
1510,23346,0
1511,23415,67
1512,23416,22
1513,23417,49
1514,23459,64
1515,23460,54
1516,23461,58
1517,23498,34
1518,23512,31
1519,23513,55
1520,23514,46
1521,23552,41
1522,23553,48
1523,23554,14
1524,23555,37
1525,23594,17
1526,23595,64
1527,23633,37
1528,23634,52
1529,23635,69
1530,23674,15
1531,23675,2
1532,23676,70
1533,23681,66
1534,23682,57
1535,23714,57
1536,23715,42
1537,23716,45
1538,23749,65
1539,23750,51
1540,23751,49
1541,23752,43
1542,23795,45
1543,23796,48
1544,23832,60
1545,23833,0
1546,23834,19
1547,23835,42
1548,23836,42
1549,23863,54
1550,23864,52
1551,23865,52
1552,23911,4
1553,23912,27
1554,23913,24
1555,23936,55
1556,23937,46
1557,23938,46
1558,23979,57
1559,23980,66
1560,24017,28
1561,24018,41
1562,24019,28
1563,24030,20
1564,24031,29
1565,24032,12
1566,24033,29
1567,24034,16
1568,24057,24
1569,24058,57
1570,24059,20
1571,24060,23
1572,24068,19
1573,24069,28
1574,24071,70
1575,24114,70
1576,24115,2
1577,24116,2
1578,24143,24
1579,24144,3
1580,24176,28
1581,24177,12
1582,24178,14
1583,24179,55
1584,24180,57
1585,24226,54
1586,24227,23
1587,24228,1
1588,24229,19
1589,24237,46
1590,24238,2
1591,24239,31
1592,24240,68
1593,24271,66
1594,24272,68
1595,24303,17
1596,24349,53
1597,24350,57
1598,24351,24
1599,24352,31
1600,24391,16
1601,24392,21
1602,24433,55
1603,24434,51
1604,24435,30
1605,24465,19
1606,24466,57
1607,24467,58
1608,24468,2
1609,24469,56
1610,24511,50
1611,24555,42
1612,24556,42
1613,24582,51
1614,24583,50
1615,24623,72
1616,24624,62
1617,24708,46
1618,24709,69
1619,24732,57
1620,24733,52
1621,24734,19
1622,24782,56
1623,24783,32
1624,24826,45
1625,24827,12
1626,24828,49
1627,24829,12
1628,24860,30
1629,24861,49
1630,24862,42
1631,24877,16
1632,24910,28
1633,24911,48
1634,24912,12
1635,24950,22
1636,24993,54
1637,24994,70
1638,25036,66
1639,25037,43
1640,25137,21
1641,25138,65
1642,25139,68
1643,25184,21
1644,25185,65
1645,25186,65
1646,25187,65
1647,25219,20
1648,25220,51
1649,25221,51
1650,25222,45
1651,25223,55
1652,25287,24
1653,25288,58
1654,25289,24
1655,25290,2
1656,25291,7
1657,25358,17
1658,25359,60
1659,25360,2
1660,25362,24
1661,25402,54
1662,25403,52
1663,25404,61
1664,25435,37
1665,25436,33
1666,25467,48
1667,25468,29
1668,25496,19
1669,25497,52
1670,25498,55
1671,25548,70
1672,25580,64
1673,25581,60
1674,25582,26
1675,25583,64
1676,25634,41
1677,25635,44
1678,25671,52
1679,25672,57
1680,25714,2
1681,25715,20
1682,25750,28
1683,25751,19
1684,25752,42
1685,25753,52
1686,25780,61
1687,25781,58
1688,25782,61
1689,25813,2
1690,25814,20
1691,25850,44
1692,25851,2
1693,25885,24
1694,25886,2
1695,25887,56
1696,25888,26
1697,25917,58
1698,25918,21
1699,25958,14
1700,25959,12
1701,25960,47
1702,25998,36
1703,26034,18
1704,26035,15
1705,26036,66
1706,26037,36
1707,26074,58
1708,26105,28
1709,26106,24
1710,26107,2
1711,26108,64
1712,26134,49
1713,26135,16
1714,26136,50
1715,26182,45
1716,26183,52
1717,26184,28
1718,26214,63
1719,26215,37
1720,26234,45
1721,26235,59
1722,26236,7
1723,26276,29
1724,26277,50
1725,26278,50
1726,26298,70
1727,26299,66
1728,26300,16
1729,26333,30
1730,26334,47
1731,26335,19
1732,26374,70
1733,26375,67
1734,26404,17
1735,26405,62
1736,26436,0
1737,26437,64
1738,26438,39
1739,26451,2
1740,26452,59
1741,26480,72
1742,26522,35
1743,26523,28
1744,26559,16
1745,26560,19
1746,26561,44
1747,26617,66
1748,26618,69
1749,26653,7
1750,26695,56
1751,26696,45
1752,26697,37
1753,26698,42
1754,26754,46
1755,26755,68
1756,26784,42
1757,26785,61
1758,26786,2
1759,26787,0
1760,26788,28
1761,26820,16
1762,26821,38
1763,26822,46
1764,26823,13
1765,26824,63
1766,26825,2
1767,26849,59
1768,26850,12
1769,26876,55
1770,26877,68
1771,26933,34
1772,26934,19
1773,26935,16
1774,26936,52
1775,26976,24
1776,26977,52
1777,26978,14
1778,27008,2
1779,27009,28
1780,27010,21
1781,27021,45
1782,27022,47
1783,27023,30
1784,27024,47
1785,27025,29
1786,27071,27
1787,27072,12
1788,27073,45
1789,27104,20
1790,27105,42
1791,27106,20
1792,27116,39
1793,27117,58
1794,27118,56
1795,27119,61
1796,27136,2
1797,27137,21
1798,27138,22
1799,27139,17
1800,27224,2
1801,27225,19
1802,27260,55
1803,27261,22
1804,27288,53
1805,27289,61
1806,27290,39
1807,27311,24
1808,27312,22
1809,27313,60
1810,27343,15
1811,27344,12
1812,27345,28
1813,27383,19
1814,27384,19
1815,27385,22
1816,27403,68
1817,27404,21
1818,27405,65
1819,27447,15
1820,27448,54
1821,27449,24
1822,27450,26
1823,27489,69
1824,27490,69
1825,27491,66
1826,27505,20
1827,27506,66
1828,27507,72
1829,27508,61
1830,27576,46
1831,27577,12
1832,27578,50
1833,27579,45
1834,27604,28
1835,27605,2
1836,27606,16
1837,27607,15
1838,27608,16
1839,27651,53
1840,27652,21
1841,27653,65
1842,27654,49
1843,27730,37
1844,27767,63
1845,27768,25
1846,27769,58
1847,27806,25
1848,27807,25
1849,27808,64
1850,27830,35
1851,27852,33
1852,27853,0
1853,27854,28
1854,27900,42
1855,27901,16
1856,27902,16
1857,27925,19
1858,27952,31
1859,27953,28
1860,27954,56
1861,27955,64
1862,27956,60
1863,28004,19
1864,28005,16
1865,28006,18
1866,28054,53
1867,28090,23
1868,28091,58
1869,28092,58
1870,28093,56
1871,28121,56
1872,28122,2
1873,28123,28
1874,28124,21
1875,28155,46
1876,28201,12
1877,28202,16
1878,28203,16
1879,28252,22
